id,annee,tour,departement,departement_nom,nuance,famille_politique,inscrits,votants,abstentions,exprimes,voix,taux_participation,taux_abstention,pct_exprimes,pct_inscrits,ancien_midi_pyrenees,ancien_languedoc_roussillon,typologie
965,2002,1,12,Aveyron,PREP,Autres,214768,155010,59758,150320,0,72.18,27.82,0.0,0.0,True,False,Rural
974,2002,1,12,Aveyron,DVG,Gauche,214768,155010,59758,150320,0,72.18,27.82,0.0,0.0,True,False,Rural
975,2002,1,12,Aveyron,EXG,Autres,214768,155010,59758,150320,0,72.18,27.82,0.0,0.0,True,False,Rural
995,2002,1,30,Gard,UMP,Droite,446917,292473,154444,285619,80885,65.44,34.56,28.32,18.1,False,True,Urbain
980,2002,1,30,Gard,SOC,Autres,446917,292473,154444,285619,64054,65.44,34.56,22.43,14.33,False,True,Urbain
982,2002,1,30,Gard,FN,Extrême droite,446917,292473,154444,285619,52358,65.44,34.56,18.33,11.72,False,True,Urbain
985,2002,1,30,Gard,COM,Autres,446917,292473,154444,285619,25178,65.44,34.56,8.82,5.63,False,True,Urbain
987,2002,1,30,Gard,DVD,Droite,446917,292473,154444,285619,12544,65.44,34.56,4.39,2.81,False,True,Urbain
990,2002,1,30,Gard,UDF,Autres,446917,292473,154444,285619,10664,65.44,34.56,3.73,2.39,False,True,Urbain
984,2002,1,30,Gard,CPNT,Autres,446917,292473,154444,285619,5826,65.44,34.56,2.04,1.3,False,True,Urbain
989,2002,1,30,Gard,PREP,Autres,446917,292473,154444,285619,5350,65.44,34.56,1.87,1.2,False,True,Urbain
993,2002,1,30,Gard,LCR,Autres,446917,292473,154444,285619,4116,65.44,34.56,1.44,0.92,False,True,Urbain
976,2002,1,30,Gard,MNR,Autres,446917,292473,154444,285619,3990,65.44,34.56,1.4,0.89,False,True,Urbain
981,2002,1,30,Gard,ECO,Autres,446917,292473,154444,285619,3891,65.44,34.56,1.36,0.87,False,True,Urbain
988,2002,1,30,Gard,DIV,Autres,446917,292473,154444,285619,3690,65.44,34.56,1.29,0.83,False,True,Urbain
991,2002,1,30,Gard,VEC,Écologie,446917,292473,154444,285619,3424,65.44,34.56,1.2,0.77,False,True,Urbain
996,2002,1,30,Gard,EXD,Autres,446917,292473,154444,285619,2612,65.44,34.56,0.91,0.58,False,True,Urbain
979,2002,1,30,Gard,PRG,Gauche,446917,292473,154444,285619,1802,65.44,34.56,0.63,0.4,False,True,Urbain
978,2002,1,30,Gard,EXG,Autres,446917,292473,154444,285619,1146,65.44,34.56,0.4,0.26,False,True,Urbain
986,2002,1,30,Gard,MPF,Autres,446917,292473,154444,285619,1143,65.44,34.56,0.4,0.26,False,True,Urbain
994,2002,1,30,Gard,DVG,Gauche,446917,292473,154444,285619,56,65.44,34.56,0.02,0.01,False,True,Urbain
977,2002,1,30,Gard,DL,Autres,446917,292473,154444,285619,0,65.44,34.56,0.0,0.0,False,True,Urbain
983,2002,1,30,Gard,RPF,Autres,446917,292473,154444,285619,0,65.44,34.56,0.0,0.0,False,True,Urbain
992,2002,1,30,Gard,REG,Autres,446917,292473,154444,285619,0,65.44,34.56,0.0,0.0,False,True,Urbain
1006,2002,1,31,Haute-Garonne,SOC,Autres,713518,494523,218995,483879,168231,69.31,30.69,34.77,23.58,True,False,Urbain
999,2002,1,31,Haute-Garonne,UMP,Droite,713518,494523,218995,483879,148797,69.31,30.69,30.75,20.85,True,False,Urbain
1007,2002,1,31,Haute-Garonne,FN,Extrême droite,713518,494523,218995,483879,49200,69.31,30.69,10.17,6.9,True,False,Urbain
1001,2002,1,31,Haute-Garonne,VEC,Écologie,713518,494523,218995,483879,27237,69.31,30.69,5.63,3.82,True,False,Urbain
1012,2002,1,31,Haute-Garonne,UDF,Autres,713518,494523,218995,483879,21666,69.31,30.69,4.48,3.04,True,False,Urbain
1002,2002,1,31,Haute-Garonne,COM,Autres,713518,494523,218995,483879,14429,69.31,30.69,2.98,2.02,True,False,Urbain
1015,2002,1,31,Haute-Garonne,LCR,Autres,713518,494523,218995,483879,11407,69.31,30.69,2.36,1.6,True,False,Urbain
1016,2002,1,31,Haute-Garonne,ECO,Autres,713518,494523,218995,483879,9056,69.31,30.69,1.87,1.27,True,False,Urbain
1013,2002,1,31,Haute-Garonne,CPNT,Autres,713518,494523,218995,483879,7483,69.31,30.69,1.55,1.05,True,False,Urbain
1000,2002,1,31,Haute-Garonne,PREP,Autres,713518,494523,218995,483879,6343,69.31,30.69,1.31,0.89,True,False,Urbain
1008,2002,1,31,Haute-Garonne,EXG,Autres,713518,494523,218995,483879,4121,69.31,30.69,0.85,0.58,True,False,Urbain
1017,2002,1,31,Haute-Garonne,MNR,Autres,713518,494523,218995,483879,3610,69.31,30.69,0.75,0.51,True,False,Urbain
1004,2002,1,31,Haute-Garonne,EXD,Autres,713518,494523,218995,483879,3032,69.31,30.69,0.63,0.42,True,False,Urbain
1011,2002,1,31,Haute-Garonne,DIV,Autres,713518,494523,218995,483879,2400,69.31,30.69,0.5,0.34,True,False,Urbain
1003,2002,1,31,Haute-Garonne,MPF,Autres,713518,494523,218995,483879,814,69.31,30.69,0.17,0.11,True,False,Urbain
1009,2002,1,31,Haute-Garonne,REG,Autres,713518,494523,218995,483879,696,69.31,30.69,0.14,0.1,True,False,Urbain
1005,2002,1,31,Haute-Garonne,DVD,Droite,713518,494523,218995,483879,382,69.31,30.69,0.08,0.05,True,False,Urbain
997,2002,1,31,Haute-Garonne,DVG,Gauche,713518,494523,218995,483879,51,69.31,30.69,0.01,0.01,True,False,Urbain
998,2002,1,31,Haute-Garonne,RPF,Autres,713518,494523,218995,483879,0,69.31,30.69,0.0,0.0,True,False,Urbain
1010,2002,1,31,Haute-Garonne,DL,Autres,713518,494523,218995,483879,0,69.31,30.69,0.0,0.0,True,False,Urbain
1014,2002,1,31,Haute-Garonne,PRG,Gauche,713518,494523,218995,483879,0,69.31,30.69,0.0,0.0,True,False,Urbain
1035,2002,1,32,Gers,SOC,Autres,135671,96596,39075,93798,33843,71.2,28.8,36.08,24.94,True,False,Rural
1027,2002,1,32,Gers,UMP,Droite,135671,96596,39075,93798,22447,71.2,28.8,23.93,16.55,True,False,Rural
1036,2002,1,32,Gers,DVD,Droite,135671,96596,39075,93798,7955,71.2,28.8,8.48,5.86,True,False,Rural
1031,2002,1,32,Gers,FN,Extrême droite,135671,96596,39075,93798,6893,71.2,28.8,7.35,5.08,True,False,Rural
1021,2002,1,32,Gers,UDF,Autres,135671,96596,39075,93798,6650,71.2,28.8,7.09,4.9,True,False,Rural
1025,2002,1,32,Gers,COM,Autres,135671,96596,39075,93798,3977,71.2,28.8,4.24,2.93,True,False,Rural
1026,2002,1,32,Gers,CPNT,Autres,135671,96596,39075,93798,2785,71.2,28.8,2.97,2.05,True,False,Rural
1034,2002,1,32,Gers,EXD,Autres,135671,96596,39075,93798,2239,71.2,28.8,2.39,1.65,True,False,Rural
1023,2002,1,32,Gers,LCR,Autres,135671,96596,39075,93798,1629,71.2,28.8,1.74,1.2,True,False,Rural
1032,2002,1,32,Gers,VEC,Écologie,135671,96596,39075,93798,1130,71.2,28.8,1.2,0.83,True,False,Rural
1022,2002,1,32,Gers,EXG,Autres,135671,96596,39075,93798,1070,71.2,28.8,1.14,0.79,True,False,Rural
1029,2002,1,32,Gers,MPF,Autres,135671,96596,39075,93798,1007,71.2,28.8,1.07,0.74,True,False,Rural
1033,2002,1,32,Gers,ECO,Autres,135671,96596,39075,93798,589,71.2,28.8,0.63,0.43,True,False,Rural
1038,2002,1,32,Gers,MNR,Autres,135671,96596,39075,93798,424,71.2,28.8,0.45,0.31,True,False,Rural
1037,2002,1,32,Gers,PREP,Autres,135671,96596,39075,93798,389,71.2,28.8,0.41,0.29,True,False,Rural
1020,2002,1,32,Gers,DIV,Autres,135671,96596,39075,93798,40,71.2,28.8,0.04,0.03,True,False,Rural
1018,2002,1,32,Gers,PRG,Gauche,135671,96596,39075,93798,0,71.2,28.8,0.0,0.0,True,False,Rural
1019,2002,1,32,Gers,REG,Autres,135671,96596,39075,93798,0,71.2,28.8,0.0,0.0,True,False,Rural
1024,2002,1,32,Gers,DL,Autres,135671,96596,39075,93798,0,71.2,28.8,0.0,0.0,True,False,Rural
1028,2002,1,32,Gers,RPF,Autres,135671,96596,39075,93798,0,71.2,28.8,0.0,0.0,True,False,Rural
1030,2002,1,32,Gers,DVG,Gauche,135671,96596,39075,93798,0,71.2,28.8,0.0,0.0,True,False,Rural
1056,2002,1,34,Hérault,UMP,Droite,635249,425090,210159,415384,125294,66.92,33.08,30.16,19.72,False,True,Urbain
1049,2002,1,34,Hérault,SOC,Autres,635249,425090,210159,415384,107368,66.92,33.08,25.85,16.9,False,True,Urbain
1040,2002,1,34,Hérault,FN,Extrême droite,635249,425090,210159,415384,69542,66.92,33.08,16.74,10.95,False,True,Urbain
1048,2002,1,34,Hérault,COM,Autres,635249,425090,210159,415384,22189,66.92,33.08,5.34,3.49,False,True,Urbain
1053,2002,1,34,Hérault,VEC,Écologie,635249,425090,210159,415384,20183,66.92,33.08,4.86,3.18,False,True,Urbain
1044,2002,1,34,Hérault,CPNT,Autres,635249,425090,210159,415384,16286,66.92,33.08,3.92,2.56,False,True,Urbain
1055,2002,1,34,Hérault,DVD,Droite,635249,425090,210159,415384,10752,66.92,33.08,2.59,1.69,False,True,Urbain
1059,2002,1,34,Hérault,ECO,Autres,635249,425090,210159,415384,9611,66.92,33.08,2.31,1.51,False,True,Urbain
1039,2002,1,34,Hérault,LCR,Autres,635249,425090,210159,415384,8045,66.92,33.08,1.94,1.27,False,True,Urbain
1043,2002,1,34,Hérault,UDF,Autres,635249,425090,210159,415384,5885,66.92,33.08,1.42,0.93,False,True,Urbain
1046,2002,1,34,Hérault,MNR,Autres,635249,425090,210159,415384,3717,66.92,33.08,0.89,0.59,False,True,Urbain
1045,2002,1,34,Hérault,EXD,Autres,635249,425090,210159,415384,2945,66.92,33.08,0.71,0.46,False,True,Urbain
1057,2002,1,34,Hérault,DIV,Autres,635249,425090,210159,415384,2371,66.92,33.08,0.57,0.37,False,True,Urbain
1054,2002,1,34,Hérault,MPF,Autres,635249,425090,210159,415384,2071,66.92,33.08,0.5,0.33,False,True,Urbain
1041,2002,1,34,Hérault,PRG,Gauche,635249,425090,210159,415384,1750,66.92,33.08,0.42,0.28,False,True,Urbain
1051,2002,1,34,Hérault,DVG,Gauche,635249,425090,210159,415384,1132,66.92,33.08,0.27,0.18,False,True,Urbain
1042,2002,1,34,Hérault,PREP,Autres,635249,425090,210159,415384,998,66.92,33.08,0.24,0.16,False,True,Urbain
1052,2002,1,34,Hérault,REG,Autres,635249,425090,210159,415384,689,66.92,33.08,0.17,0.11,False,True,Urbain
1058,2002,1,34,Hérault,EXG,Autres,635249,425090,210159,415384,424,66.92,33.08,0.1,0.07,False,True,Urbain
1047,2002,1,34,Hérault,DL,Autres,635249,425090,210159,415384,0,66.92,33.08,0.0,0.0,False,True,Urbain
1050,2002,1,34,Hérault,RPF,Autres,635249,425090,210159,415384,0,66.92,33.08,0.0,0.0,False,True,Urbain
1064,2002,1,46,Lot,UDF,Autres,128451,93010,35441,90120,17006,72.41,27.59,18.87,13.24,True,False,Rural
1076,2002,1,46,Lot,SOC,Autres,128451,93010,35441,90120,16712,72.41,27.59,18.54,13.01,True,False,Rural
1067,2002,1,46,Lot,UMP,Droite,128451,93010,35441,90120,15497,72.41,27.59,17.2,12.06,True,False,Rural
1063,2002,1,46,Lot,PRG,Gauche,128451,93010,35441,90120,12888,72.41,27.59,14.3,10.03,True,False,Rural
1078,2002,1,46,Lot,FN,Extrême droite,128451,93010,35441,90120,5483,72.41,27.59,6.08,4.27,True,False,Rural
1060,2002,1,46,Lot,DVG,Gauche,128451,93010,35441,90120,4552,72.41,27.59,5.05,3.54,True,False,Rural
1070,2002,1,46,Lot,COM,Autres,128451,93010,35441,90120,4511,72.41,27.59,5.01,3.51,True,False,Rural
1077,2002,1,46,Lot,CPNT,Autres,128451,93010,35441,90120,4138,72.41,27.59,4.59,3.22,True,False,Rural
1062,2002,1,46,Lot,VEC,Écologie,128451,93010,35441,90120,2289,72.41,27.59,2.54,1.78,True,False,Rural
1079,2002,1,46,Lot,LCR,Autres,128451,93010,35441,90120,1989,72.41,27.59,2.21,1.55,True,False,Rural
1068,2002,1,46,Lot,PREP,Autres,128451,93010,35441,90120,1324,72.41,27.59,1.47,1.03,True,False,Rural
1061,2002,1,46,Lot,EXD,Autres,128451,93010,35441,90120,1300,72.41,27.59,1.44,1.01,True,False,Rural
1074,2002,1,46,Lot,REG,Autres,128451,93010,35441,90120,560,72.41,27.59,0.62,0.44,True,False,Rural
1069,2002,1,46,Lot,MNR,Autres,128451,93010,35441,90120,509,72.41,27.59,0.56,0.4,True,False,Rural
1073,2002,1,46,Lot,ECO,Autres,128451,93010,35441,90120,247,72.41,27.59,0.27,0.19,True,False,Rural
1065,2002,1,46,Lot,DIV,Autres,128451,93010,35441,90120,216,72.41,27.59,0.24,0.17,True,False,Rural
1075,2002,1,46,Lot,EXG,Autres,128451,93010,35441,90120,105,72.41,27.59,0.12,0.08,True,False,Rural
1066,2002,1,46,Lot,RPF,Autres,128451,93010,35441,90120,0,72.41,27.59,0.0,0.0,True,False,Rural
1071,2002,1,46,Lot,MPF,Autres,128451,93010,35441,90120,0,72.41,27.59,0.0,0.0,True,False,Rural
1072,2002,1,46,Lot,DVD,Droite,128451,93010,35441,90120,0,72.41,27.59,0.0,0.0,True,False,Rural
1080,2002,1,46,Lot,DL,Autres,128451,93010,35441,90120,0,72.41,27.59,0.0,0.0,True,False,Rural
1101,2002,1,48,Lozère,UMP,Droite,58840,42474,16366,41355,16019,72.19,27.81,38.74,27.22,False,True,Rural
1090,2002,1,48,Lozère,SOC,Autres,58840,42474,16366,41355,9486,72.19,27.81,22.94,16.12,False,True,Rural
1094,2002,1,48,Lozère,DVD,Droite,58840,42474,16366,41355,6086,72.19,27.81,14.72,10.34,False,True,Rural
1096,2002,1,48,Lozère,FN,Extrême droite,58840,42474,16366,41355,2204,72.19,27.81,5.33,3.75,False,True,Rural
1081,2002,1,48,Lozère,COM,Autres,58840,42474,16366,41355,1905,72.19,27.81,4.61,3.24,False,True,Rural
1083,2002,1,48,Lozère,PREP,Autres,58840,42474,16366,41355,1490,72.19,27.81,3.6,2.53,False,True,Rural
1091,2002,1,48,Lozère,VEC,Écologie,58840,42474,16366,41355,1271,72.19,27.81,3.07,2.16,False,True,Rural
1085,2002,1,48,Lozère,CPNT,Autres,58840,42474,16366,41355,815,72.19,27.81,1.97,1.39,False,True,Rural
1082,2002,1,48,Lozère,LCR,Autres,58840,42474,16366,41355,537,72.19,27.81,1.3,0.91,False,True,Rural
1093,2002,1,48,Lozère,MNR,Autres,58840,42474,16366,41355,526,72.19,27.81,1.27,0.89,False,True,Rural
1092,2002,1,48,Lozère,EXD,Autres,58840,42474,16366,41355,461,72.19,27.81,1.11,0.78,False,True,Rural
1084,2002,1,48,Lozère,ECO,Autres,58840,42474,16366,41355,174,72.19,27.81,0.42,0.3,False,True,Rural
1100,2002,1,48,Lozère,REG,Autres,58840,42474,16366,41355,158,72.19,27.81,0.38,0.27,False,True,Rural
1086,2002,1,48,Lozère,DIV,Autres,58840,42474,16366,41355,0,72.19,27.81,0.0,0.0,False,True,Rural
1087,2002,1,48,Lozère,EXG,Autres,58840,42474,16366,41355,0,72.19,27.81,0.0,0.0,False,True,Rural
1088,2002,1,48,Lozère,PRG,Gauche,58840,42474,16366,41355,0,72.19,27.81,0.0,0.0,False,True,Rural
1089,2002,1,48,Lozère,DVG,Gauche,58840,42474,16366,41355,0,72.19,27.81,0.0,0.0,False,True,Rural
1095,2002,1,48,Lozère,MPF,Autres,58840,42474,16366,41355,0,72.19,27.81,0.0,0.0,False,True,Rural
1097,2002,1,48,Lozère,RPF,Autres,58840,42474,16366,41355,0,72.19,27.81,0.0,0.0,False,True,Rural
1098,2002,1,48,Lozère,DL,Autres,58840,42474,16366,41355,0,72.19,27.81,0.0,0.0,False,True,Rural
1099,2002,1,48,Lozère,UDF,Autres,58840,42474,16366,41355,0,72.19,27.81,0.0,0.0,False,True,Rural
1114,2002,1,65,Hautes-Pyrénées,UMP,Droite,169480,116529,52951,111770,36314,68.76,31.24,32.49,21.43,True,False,Rural
1116,2002,1,65,Hautes-Pyrénées,SOC,Autres,169480,116529,52951,111770,29639,68.76,31.24,26.52,17.49,True,False,Rural
1105,2002,1,65,Hautes-Pyrénées,PRG,Gauche,169480,116529,52951,111770,15250,68.76,31.24,13.64,9.0,True,False,Rural
1113,2002,1,65,Hautes-Pyrénées,FN,Extrême droite,169480,116529,52951,111770,8142,68.76,31.24,7.28,4.8,True,False,Rural
1102,2002,1,65,Hautes-Pyrénées,COM,Autres,169480,116529,52951,111770,6661,68.76,31.24,5.96,3.93,True,False,Rural
1120,2002,1,65,Hautes-Pyrénées,CPNT,Autres,169480,116529,52951,111770,5011,68.76,31.24,4.48,2.96,True,False,Rural
1117,2002,1,65,Hautes-Pyrénées,LCR,Autres,169480,116529,52951,111770,2535,68.76,31.24,2.27,1.5,True,False,Rural
1108,2002,1,65,Hautes-Pyrénées,VEC,Écologie,169480,116529,52951,111770,2484,68.76,31.24,2.22,1.47,True,False,Rural
1109,2002,1,65,Hautes-Pyrénées,ECO,Autres,169480,116529,52951,111770,1623,68.76,31.24,1.45,0.96,True,False,Rural
1111,2002,1,65,Hautes-Pyrénées,MPF,Autres,169480,116529,52951,111770,869,68.76,31.24,0.78,0.51,True,False,Rural
1103,2002,1,65,Hautes-Pyrénées,DIV,Autres,169480,116529,52951,111770,792,68.76,31.24,0.71,0.47,True,False,Rural
1119,2002,1,65,Hautes-Pyrénées,MNR,Autres,169480,116529,52951,111770,750,68.76,31.24,0.67,0.44,True,False,Rural
1106,2002,1,65,Hautes-Pyrénées,REG,Autres,169480,116529,52951,111770,356,68.76,31.24,0.32,0.21,True,False,Rural
1118,2002,1,65,Hautes-Pyrénées,DVG,Gauche,169480,116529,52951,111770,130,68.76,31.24,0.12,0.08,True,False,Rural
1104,2002,1,65,Hautes-Pyrénées,RPF,Autres,169480,116529,52951,111770,0,68.76,31.24,0.0,0.0,True,False,Rural
1107,2002,1,65,Hautes-Pyrénées,EXG,Autres,169480,116529,52951,111770,0,68.76,31.24,0.0,0.0,True,False,Rural
1110,2002,1,65,Hautes-Pyrénées,EXD,Autres,169480,116529,52951,111770,0,68.76,31.24,0.0,0.0,True,False,Rural
1112,2002,1,65,Hautes-Pyrénées,DVD,Droite,169480,116529,52951,111770,0,68.76,31.24,0.0,0.0,True,False,Rural
1115,2002,1,65,Hautes-Pyrénées,PREP,Autres,169480,116529,52951,111770,0,68.76,31.24,0.0,0.0,True,False,Rural
1121,2002,1,65,Hautes-Pyrénées,DL,Autres,169480,116529,52951,111770,0,68.76,31.24,0.0,0.0,True,False,Rural
1122,2002,1,65,Hautes-Pyrénées,UDF,Autres,169480,116529,52951,111770,0,68.76,31.24,0.0,0.0,True,False,Rural
1134,2002,1,66,Pyrénées-Orientales,UMP,Droite,286547,187996,98551,183381,59498,65.61,34.39,32.45,20.76,False,True,Rural
1129,2002,1,66,Pyrénées-Orientales,SOC,Autres,286547,187996,98551,183381,47050,65.61,34.39,25.66,16.42,False,True,Rural
1127,2002,1,66,Pyrénées-Orientales,FN,Extrême droite,286547,187996,98551,183381,30450,65.61,34.39,16.6,10.63,False,True,Rural
1124,2002,1,66,Pyrénées-Orientales,COM,Autres,286547,187996,98551,183381,18705,65.61,34.39,10.2,6.53,False,True,Rural
1135,2002,1,66,Pyrénées-Orientales,CPNT,Autres,286547,187996,98551,183381,5082,65.61,34.39,2.77,1.77,False,True,Rural
1139,2002,1,66,Pyrénées-Orientales,DIV,Autres,286547,187996,98551,183381,4216,65.61,34.39,2.3,1.47,False,True,Rural
1133,2002,1,66,Pyrénées-Orientales,LCR,Autres,286547,187996,98551,183381,2974,65.61,34.39,1.62,1.04,False,True,Rural
1142,2002,1,66,Pyrénées-Orientales,REG,Autres,286547,187996,98551,183381,2276,65.61,34.39,1.24,0.79,False,True,Rural
1125,2002,1,66,Pyrénées-Orientales,PREP,Autres,286547,187996,98551,183381,2191,65.61,34.39,1.19,0.76,False,True,Rural
1143,2002,1,66,Pyrénées-Orientales,VEC,Écologie,286547,187996,98551,183381,2094,65.61,34.39,1.14,0.73,False,True,Rural
1128,2002,1,66,Pyrénées-Orientales,DVD,Droite,286547,187996,98551,183381,1723,65.61,34.39,0.94,0.6,False,True,Rural
1141,2002,1,66,Pyrénées-Orientales,MNR,Autres,286547,187996,98551,183381,1712,65.61,34.39,0.93,0.6,False,True,Rural
1131,2002,1,66,Pyrénées-Orientales,MPF,Autres,286547,187996,98551,183381,1541,65.61,34.39,0.84,0.54,False,True,Rural
1126,2002,1,66,Pyrénées-Orientales,ECO,Autres,286547,187996,98551,183381,1208,65.61,34.39,0.66,0.42,False,True,Rural
1138,2002,1,66,Pyrénées-Orientales,RPF,Autres,286547,187996,98551,183381,816,65.61,34.39,0.44,0.28,False,True,Rural
1130,2002,1,66,Pyrénées-Orientales,EXG,Autres,286547,187996,98551,183381,152,65.61,34.39,0.08,0.05,False,True,Rural
1123,2002,1,66,Pyrénées-Orientales,EXD,Autres,286547,187996,98551,183381,0,65.61,34.39,0.0,0.0,False,True,Rural
1132,2002,1,66,Pyrénées-Orientales,UDF,Autres,286547,187996,98551,183381,0,65.61,34.39,0.0,0.0,False,True,Rural
1136,2002,1,66,Pyrénées-Orientales,DL,Autres,286547,187996,98551,183381,0,65.61,34.39,0.0,0.0,False,True,Rural
1137,2002,1,66,Pyrénées-Orientales,PRG,Gauche,286547,187996,98551,183381,0,65.61,34.39,0.0,0.0,False,True,Rural
1140,2002,1,66,Pyrénées-Orientales,DVG,Gauche,286547,187996,98551,183381,0,65.61,34.39,0.0,0.0,False,True,Rural
1148,2002,1,81,Tarn,SOC,Autres,261988,189825,72163,184324,52515,72.46,27.54,28.49,20.04,True,False,Rural
1155,2002,1,81,Tarn,UMP,Droite,261988,189825,72163,184324,42608,72.46,27.54,23.12,16.26,True,False,Rural
1163,2002,1,81,Tarn,FN,Extrême droite,261988,189825,72163,184324,20061,72.46,27.54,10.88,7.66,True,False,Rural
1151,2002,1,81,Tarn,UDF,Autres,261988,189825,72163,184324,15737,72.46,27.54,8.54,6.01,True,False,Rural
1145,2002,1,81,Tarn,VEC,Écologie,261988,189825,72163,184324,9245,72.46,27.54,5.02,3.53,True,False,Rural
1156,2002,1,81,Tarn,RPF,Autres,261988,189825,72163,184324,9245,72.46,27.54,5.02,3.53,True,False,Rural
1164,2002,1,81,Tarn,COM,Autres,261988,189825,72163,184324,7355,72.46,27.54,3.99,2.81,True,False,Rural
1159,2002,1,81,Tarn,DVD,Droite,261988,189825,72163,184324,7345,72.46,27.54,3.98,2.8,True,False,Rural
1153,2002,1,81,Tarn,CPNT,Autres,261988,189825,72163,184324,4640,72.46,27.54,2.52,1.77,True,False,Rural
1147,2002,1,81,Tarn,PRG,Gauche,261988,189825,72163,184324,4291,72.46,27.54,2.33,1.64,True,False,Rural
1152,2002,1,81,Tarn,LCR,Autres,261988,189825,72163,184324,3526,72.46,27.54,1.91,1.35,True,False,Rural
1161,2002,1,81,Tarn,ECO,Autres,261988,189825,72163,184324,1545,72.46,27.54,0.84,0.59,True,False,Rural
1146,2002,1,81,Tarn,MNR,Autres,261988,189825,72163,184324,1345,72.46,27.54,0.73,0.51,True,False,Rural
1158,2002,1,81,Tarn,EXG,Autres,261988,189825,72163,184324,1001,72.46,27.54,0.54,0.38,True,False,Rural
1150,2002,1,81,Tarn,PREP,Autres,261988,189825,72163,184324,774,72.46,27.54,0.42,0.3,True,False,Rural
1162,2002,1,81,Tarn,MPF,Autres,261988,189825,72163,184324,422,72.46,27.54,0.23,0.16,True,False,Rural
1160,2002,1,81,Tarn,DIV,Autres,261988,189825,72163,184324,417,72.46,27.54,0.23,0.16,True,False,Rural
1157,2002,1,81,Tarn,REG,Autres,261988,189825,72163,184324,393,72.46,27.54,0.21,0.15,True,False,Rural
1144,2002,1,81,Tarn,DVG,Gauche,261988,189825,72163,184324,179,72.46,27.54,0.1,0.07,True,False,Rural
1149,2002,1,81,Tarn,EXD,Autres,261988,189825,72163,184324,0,72.46,27.54,0.0,0.0,True,False,Rural
1154,2002,1,81,Tarn,DL,Autres,261988,189825,72163,184324,0,72.46,27.54,0.0,0.0,True,False,Rural
1180,2002,1,82,Tarn-et-Garonne,UMP,Droite,154130,109295,44835,106096,39773,70.91,29.09,37.49,25.8,True,False,Rural
1169,2002,1,82,Tarn-et-Garonne,SOC,Autres,154130,109295,44835,106096,32237,70.91,29.09,30.38,20.92,True,False,Rural
1182,2002,1,82,Tarn-et-Garonne,FN,Extrême droite,154130,109295,44835,106096,14454,70.91,29.09,13.62,9.38,True,False,Rural
1173,2002,1,82,Tarn-et-Garonne,CPNT,Autres,154130,109295,44835,106096,4264,70.91,29.09,4.02,2.77,True,False,Rural
1165,2002,1,82,Tarn-et-Garonne,COM,Autres,154130,109295,44835,106096,3121,70.91,29.09,2.94,2.02,True,False,Rural
1179,2002,1,82,Tarn-et-Garonne,VEC,Écologie,154130,109295,44835,106096,2781,70.91,29.09,2.62,1.8,True,False,Rural
1168,2002,1,82,Tarn-et-Garonne,LCR,Autres,154130,109295,44835,106096,2028,70.91,29.09,1.91,1.32,True,False,Rural
1174,2002,1,82,Tarn-et-Garonne,EXD,Autres,154130,109295,44835,106096,1804,70.91,29.09,1.7,1.17,True,False,Rural
1183,2002,1,82,Tarn-et-Garonne,PREP,Autres,154130,109295,44835,106096,1395,70.91,29.09,1.31,0.91,True,False,Rural
1181,2002,1,82,Tarn-et-Garonne,MNR,Autres,154130,109295,44835,106096,1139,70.91,29.09,1.07,0.74,True,False,Rural
1167,2002,1,82,Tarn-et-Garonne,EXG,Autres,154130,109295,44835,106096,1021,70.91,29.09,0.96,0.66,True,False,Rural
1172,2002,1,82,Tarn-et-Garonne,DIV,Autres,154130,109295,44835,106096,767,70.91,29.09,0.72,0.5,True,False,Rural
1175,2002,1,82,Tarn-et-Garonne,ECO,Autres,154130,109295,44835,106096,288,70.91,29.09,0.27,0.19,True,False,Rural
1166,2002,1,82,Tarn-et-Garonne,PRG,Gauche,154130,109295,44835,106096,0,70.91,29.09,0.0,0.0,True,False,Rural
1170,2002,1,82,Tarn-et-Garonne,DVG,Gauche,154130,109295,44835,106096,0,70.91,29.09,0.0,0.0,True,False,Rural
1171,2002,1,82,Tarn-et-Garonne,UDF,Autres,154130,109295,44835,106096,0,70.91,29.09,0.0,0.0,True,False,Rural
1176,2002,1,82,Tarn-et-Garonne,MPF,Autres,154130,109295,44835,106096,0,70.91,29.09,0.0,0.0,True,False,Rural
1177,2002,1,82,Tarn-et-Garonne,DL,Autres,154130,109295,44835,106096,0,70.91,29.09,0.0,0.0,True,False,Rural
1178,2002,1,82,Tarn-et-Garonne,DVD,Droite,154130,109295,44835,106096,0,70.91,29.09,0.0,0.0,True,False,Rural
1184,2002,1,82,Tarn-et-Garonne,REG,Autres,154130,109295,44835,106096,0,70.91,29.09,0.0,0.0,True,False,Rural
1185,2002,1,82,Tarn-et-Garonne,RPF,Autres,154130,109295,44835,106096,0,70.91,29.09,0.0,0.0,True,False,Rural
1199,2002,2,11,Aude,SOC,Autres,237020,157751,79269,148666,83983,66.56,33.44,56.49,35.43,False,True,Rural
1205,2002,2,11,Aude,UMP,Droite,237020,157751,79269,148666,45422,66.56,33.44,30.55,19.16,False,True,Rural
1200,2002,2,11,Aude,UDF,Autres,237020,157751,79269,148666,19261,66.56,33.44,12.96,8.13,False,True,Rural
